ABLms,5,1
ABEiz,5,0
ABLdy,5,1
ABKYb,5,1
ABKXm,5,1
ABHgl,5,1
ABHKM,5,0
ABGUW,5,0
ABGKn,5,1
ABMQh,5,1
ABEJX,5,0
ABILg,5,0
ABKek,5,0
ABGSy,5,1
ABIZr,5,1
ABFfu,5,0
ABCIv,5,1
ABFpv,5,0
ABCfg,5,1
ABDFS,5,0
ABHQW,5,0
ABIZu,5,1
ABHdm,5,0
ABFUf,5,1
ABILe,5,1
ABCQs,5,1
ABLNe,5,0
ABJZe,5,0
ABKLW,5,0
ABGgi,5,0
ABCHx,5,0
ABDLN,5,1
ABDTx,5,1
ABKow,5,0
ABDcs,5,0
ABHlo,5,1
ABCVj,5,1
ABGJj,5,1
ABGbe,5,0
ABEOw,5,0
ABLer,5,1
ABHMl,5,0
ABLNT,5,0
ABClw,5,0
ABKsx,5,1
ABILQ,5,0
ABCFw,5,1
ABCJq,5,0
ABERc,5,0
ABDbi,5,1
ABMTd,5,1
ABJYc,5,0
ABFMf,5,0
ABFOT,5,0
ABHgy,5,1
ABMSo,5,0
ABChj,5,0
ABFiy,5,0
ABJvx,5,0
ABHty,5,0
ABEMZ,5,0
ABHit,5,1
ABIrs,5,0
ABJmn,5,0
ABLYm,5,0
ABDLU,5,0
ABFpz,5,1
ABINP,5,1
ABHYa,5,0
ABJLk,5,0
ABLau,5,0
ABEVv,5,0
ABEFq,5,0
ABHdt,5,1
ABLOa,5,1
ABEUf,5,1
ABHMO,5,0
ABDNi,5,0
ABLQl,5,0
ABKYv,5,0
ABERs,5,1
ABJVv,5,1
ABEFu,5,0
ABEPw,5,0
ABJVi,5,1
ABDEG,5,1
ABKTf,5,1
ABJjo,5,1
ABGgh,5,0
ABDRw,5,1
ABIfu,5,1
ABLQy,5,1
ABCVf,5,0
ABIPg,5,1
ABEXp,5,0
ABFHk,5,1
ABILs,5,1
ABFou,5,0
ABLPZ,5,0
ABLVk,5,1
ABITk,5,0
ABFNi,5,0
ABJNR,5,1
ABDlm,5,0
ABIVr,5,1
ABHOd,5,1
ABFiz,5,0
ABFRv,5,1
ABFKu,5,1
ABKMc,5,1
ABLPv,5,0
ABDst,5,0
ABEht,5,0
ABHgv,5,1
ABKZm,5,1
ABCOR,5,1
ABLnp,5,1
ABFIc,5,1
ABKch,5,0
ABCMN,5,1
ABCXa,5,0
ABDgv,5,1
ABIRt,5,0
ABJby,5,1
ABIRw,5,0
ABEIe,5,1
ABKZw,5,1
ABHNS,5,1
ABEej,5,1
ABLkr,5,0
ABHRo,5,1
ABGXq,5,0
ABEYs,5,1
ABJft,5,0
ABJUW,5,0
ABDMQ,5,1
ABHXd,5,0
ABJPv,5,0
ABLTU,5,0
ABIKL,5,1
ABDFb,5,0
ABJMt,5,1
ABDJm,5,1
ABEXx,5,0
ABKNk,5,0
ABHUs,5,1
ABEbk,5,1
ABIKS,5,1
ABIZx,5,1
ABGPd,5,0
ABFbl,5,0
ABHIc,5,0
ABEWp,5,1
ABJTm,5,1
ABGTn,5,1
ABJKn,5,0
ABIoq,5,0
ABEeh,5,0
ABLjv,5,1
ABCow,5,1
ABETe,5,0
ABEas,5,1
ABJRz,5,1
ABCMy,5,0
ABIOj,5,1
ABCil,5,0
ABFGh,5,1
ABLVY,5,1
ABIPx,5,0
ABGdx,5,1
ABGgz,5,1
ABHkm,5,0
ABDhu,5,1
ABCRc,5,0
ABIUq,5,1
ABDNO,5,1
ABCZe,5,0
ABGKu,5,0
ABEQR,5,0
ABCIK,5,1
ABLhr,5,0
ABIQo,5,0
ABHsw,5,1
ABHfl,5,0
ABJWj,5,1
ABKir,5,0
ABHJq,5,1
ABJUZ,5,1
ABHRi,5,0
ABERw,5,0
ABDYo,5,1
ABHLe,5,0
ABDQT,5,0
ABDKT,5,0
ABHXc,5,0
ABJjy,5,0
ABGMR,5,0
ABHZk,5,0
ABDOl,5,0
ABGJb,5,1
ABCQl,5,1
ABHbt,5,1
ABJry,5,0
ABFlt,5,0
ABGUb,5,1
ABKRl,5,1
ABIjm,5,0
ABDIQ,5,0
ABKLg,5,0
ABIMx,5,0
ABFqv,5,0
ABFXu,5,0
ABErz,5,1
ABLfn,5,0
ABLjs,5,1
ABLhk,5,0
ABEpv,5,1
ABGLd,5,0
ABFIV,5,1
ABCTa,5,0
ABDIe,5,0
ABHPh,5,1
ABLRe,5,0
ABLdr,5,0
ABHqs,5,0
ABIou,5,0
ABCej,5,1
ABGLj,5,1
ABJWo,5,1
ABFUo,5,0
ABGQa,5,1
ABDVr,5,1
ABCcm,5,1
ABHVW,5,1
ABDmq,5,1
ABJkx,5,1
ABIWy,5,0
ABIlx,5,1
ABGHL,5,0
ABDnq,5,0
ABEFN,5,1
ABFTv,5,0
ABKuv,5,1
ABEMu,5,1
ABEHm,5,0
ABGgv,5,1
ABEcw,5,0
ABJKW,5,0
ABKTe,5,0
ABHLn,5,0
ABLMq,5,1
ABDGU,5,0
ABEjk,5,0
ABIJn,5,1
ABDQW,5,0
ABCHl,5,1
ABEIy,5,1
ABERv,5,0
ABHVj,5,1
ABLXe,5,1
ABJOS,5,1
ABKcm,5,1
ABGQW,5,1
ABJYd,5,0
ABCSc,5,0
ABFMr,5,0
ABFQu,5,0
ABHir,5,1
ABDGN,5,1
ABITb,5,0
ABJZp,5,1
ABEXy,5,1
ABKXz,5,1
ABGgs,5,1
ABDgn,5,0
ABGru,5,1
ABKPj,5,1
ABEnz,5,0
ABHkl,5,0
ABCYk,5,0
ABCTo,5,1
ABGPY,6,0
ABLOq,6,1
ABCTY,6,0
ABKdo,6,0
ABFRc,6,1
ABEin,6,1
ABGYk,6,0
ABFgx,6,0
ABCIx,6,1
ABKcd,6,0
ABDjr,6,1
ABJou,6,0
ABJKM,6,1
ABKVX,6,1
ABDTl,6,0
ABDFo,6,0
ABEMP,6,0
ABCsv,6,0
ABIMe,6,1
ABDUm,6,1
ABCLT,6,1
ABCNg,6,1
ABFmy,6,1
ABMSn,6,0
ABFWi,6,0
ABGbm,6,0
ABIes,6,0
ABCFT,6,1
ABDpq,6,0
ABCUk,6,0
ABKQx,6,0
ABLZu,6,0
ABLQq,6,0
ABEfn,6,1
ABIWx,6,0
ABKjx,6,0
ABHpz,6,1
ABKUs,6,0
ABEIm,6,0
ABJdu,6,0
ABGWm,6,0
ABDSw,6,0
ABIMY,6,1
ABGJL,6,1
ABFQm,6,0
ABEdw,6,1
ABKPU,6,1
ABDJS,6,1
ABKMY,6,1
ABFkn,6,1
ABDvx,6,1
ABGNf,6,0
ABKad,6,1
ABLRr,6,1
ABGST,6,1
ABJPo,6,1
ABHPg,6,1
ABHgo,6,0
ABGPW,6,1
ABIUy,6,0
ABEhl,6,1
ABIjr,6,1
ABCPj,6,0
ABHTW,6,0
ABILx,6,0
ABEms,6,1
ABDdo,6,1
ABLbk,6,0
ABMRZ,6,1
ABKfi,6,1
ABEVX,6,1
ABKZg,6,1
ABEIn,6,1
ABCkp,6,0
ABLqy,6,0
ABEax,6,0
ABEvy,6,0
ABJhr,6,0
ABHdu,6,1
ABEbr,6,1
ABHds,6,1
ABDIh,6,1
ABFJP,6,1
ABDVg,6,0
ABHYZ,6,1
ABDou,6,0
ABHMU,6,1
ABJKP,6,1
ABFJf,6,0
ABEKc,6,0
ABLrz,6,0
ABILM,6,1
ABFJK,6,0
ABDHi,6,0
ABGds,6,0
ABLpu,6,0
ABDno,6,1
ABFKg,6,1
ABEZu,6,1
ABDKz,6,1
ABFbn,6,0
ABFky,6,0
ABJUc,6,0
ABCps,6,1
ABLku,6,0
ABIhy,6,0
ABEUb,6,0
ABHIR,6,1
ABIVx,6,1
ABKXc,6,0
ABCVa,6,0
ABFMe,6,0
ABCGk,6,1
ABCim,6,0
ABGZu,6,1
ABKbl,6,1
ABFfs,6,0
ABCHn,6,0
ABJcl,6,1
ABGMd,6,0
ABIvy,6,1
ABDIi,6,0
ABEGZ,6,0
ABDJt,6,1
ABDTg,6,0
ABJbm,6,0
ABDeg,6,0
ABCOU,6,1
ABLOu,6,1
ABFqw,6,0
ABKPk,6,0
ABLOP,6,1
ABFZo,6,1
ABKXq,6,0
ABETq,6,0
ABJQf,6,1
ABCIZ,6,0
ABFbo,6,0
ABHMv,6,0
ABDkq,6,0
ABCVX,6,0
ABJjl,6,1
ABKLy,6,1
ABINr,6,1
ABFNf,6,1
ABJWx,6,1
ABFhw,6,0
ABDEe,6,1
ABGOx,6,0
ABIQR,6,0
ABCNq,6,0
ABKMd,6,1
ABCrv,6,1
ABHPw,6,1
ABIjt,6,0
ABHRU,6,0
ABIQZ,6,1
ABELn,6,1
ABKTu,6,0
ABHRm,6,1
ABDIz,6,1
ABLik,6,1
ABDxz,6,1
ABFVY,6,0
ABJMg,6,1
ABKhw,6,1
ABHWq,6,0
ABEVz,6,1
ABCHg,6,0
ABIdj,6,0
ABCJh,6,1
ABDav,6,0
ABHOw,6,0
ABImu,6,1
ABLho,6,1
ABIhk,6,1
ABGKl,6,0
ABIKn,6,1
ABHRs,6,1
ABMRb,6,1
ABCDn,6,1
ABKRr,6,1
ABEgr,6,0
ABLfp,6,0
ABMPd,6,0
ABDRe,6,1
ABIdh,6,1
ABGXa,6,0
ABIWm,6,0
ABFLZ,6,0
ABGpt,6,1
ABCEs,6,1
ABGiz,6,0
ABGWZ,6,0
ABDFW,6,0
ABMPc,6,0
ABKsz,6,1
ABMSu,6,1
ABFfk,6,0
ABDbu,6,1
ABDOS,6,0
ABDux,6,0
ABDbs,6,0
ABKWw,6,0
ABDEz,6,0
ABDln,6,0
ABIsw,6,0
ABDEq,6,0
ABIko,6,0
ABMTn,6,1
ABIXa,6,0
ABKYs,6,1
ABJNi,6,0
ABCjo,6,0
ABKpq,6,0
ABEOZ,6,1
ABHdz,6,0
ABINq,6,1
ABDLt,6,1
ABEKw,6,1
ABGsz,6,0
ABFbw,6,0
ABGHT,6,1
ABENp,6,0
ABLfl,6,1
ABEOQ,6,1
ABKnq,6,0
ABGfy,6,1
ABCHJ,6,1
ABDFJ,6,1
ABCQx,6,1
ABKQe,6,0
ABHJP,6,1
ABHNi,6,1
ABGIv,6,0
ABKNb,6,0
ABCTg,6,0
ABHSc,6,1
ABFMY,6,0
ABEGo,6,1
ABJUq,6,1
ABILP,6,1
ABLMk,6,0
ABFfz,6,0
ABHwy,6,1
ABLhs,6,1
ABCad,6,0
ABGQz,6,0
ABJOi,6,1
ABCkr,6,1
ABGSi,6,1
ABDdg,6,0
ABKNr,6,1
ABGIz,6,0
ABLSb,6,0
ABCiz,6,0
ABGei,6,1
ABFIM,6,1
ABCJw,6,1
ABKfp,6,1
ABJMd,6,1
ABIXg,6,0
ABIdq,6,0
ABGLS,6,0
ABKxy,6,0
ABLOx,6,0
ABGLM,6,0
ABJdi,6,1
ABHXu,6,0
ABHWx,6,1
ABGNb,6,0
ABDHO,6,1
ABCRY,6,0
ABDdr,6,0
ABHLR,6,0
ABMRr,6,0
ABCac,6,0
ABCNr,6,1
ABIWn,6,1
ABDVn,6,0
ABFOz,6,1
ABJXe,6,1
ABHot,6,0
ABLZa,6,0
ABGlm,6,1
ABEMj,6,0
ABMSV,6,0
ABDiq,6,0
ABFcd,6,0
ABHVq,6,1
ABCUV,6,1
ABESh,6,1
ABHIv,6,1
ABFGS,6,1
ABEuw,6,0
ABETu,6,0
ABKSg,6,0
ABHNr,6,1
ABGRu,6,1
ABGOn,6,0
ABKTo,6,1
ABKdz,6,0
ABDMt,6,0
ABGjq,6,0
ABGOc,6,1
ABIqs,6,1
ABJMv,6,0
ABDIs,6,0
ABEWn,6,1
ABGcn,6,1
ABFcy,6,0
ABJZr,6,1
ABDOj,6,0
ABCGh,6,1
ABITd,6,1
ABGJN,6,1
ABIhx,6,0
ABDWt,6,0
ABHno,6,0
ABDEM,6,0
ABHPv,6,1
ABDVa,6,1
ABKoz,6,0
ABHOW,6,0
ABLOe,6,0
ABDTo,6,0
ABFix,6,1
ABHJb,6,0
ABISo,6,1
ABGrt,6,0
ABCGe,6,1
ABDZp,6,1
ABHUV,6,1
ABDVk,6,0
ABDgj,6,0
ABJdy,6,1
ABKVY,6,0
ABKal,6,0
ABEdi,6,1
ABHko,6,0
ABGMN,6,1
ABFiw,6,1
ABJZu,6,0
ABKgz,6,0
ABEeg,6,0
ABHIf,6,0
ABKMb,6,0
ABLXc,6,1
ABDNy,6,0
ABJOQ,6,1
ABMRn,6,1
ABKWb,6,1
ABHOT,6,1
ABCMX,6,1
ABKYt,6,1
ABJYp,6,0
ABJRX,6,0
ABGdt,6,0
ABDjm,6,0
ABGXb,6,1
ABCFa,6,0
ABIjx,6,1
ABCOj,6,1
ABKNh,6,0
ABJUr,6,0
ABEbn,6,1
ABCGu,7,0
ABHNY,7,0
ABETn,7,0
ABFqz,7,1
ABLal,7,0
ABGmo,7,0
ABJgs,7,0
ABMRx,7,0
ABFSa,7,0
ABLhl,7,0
ABGLf,7,0
ABFdg,7,0
ABFay,7,1
ABGkx,7,0
ABJVZ,7,1
ABLno,7,1
ABDMV,7,1
ABFVs,7,0
ABGIa,7,1
ABFQs,7,1
ABCIV,7,1
ABCgn,7,0
ABIdt,7,1
ABIik,7,1
ABEcu,7,1
ABIgv,7,0
ABFTd,7,0
ABIlr,7,1
ABMTs,7,0
ABJuz,7,0
ABFmr,7,0
ABGhq,7,1
ABIeo,7,1
ABDIP,7,0
ABEpu,7,0
ABIST,7,0
ABCZa,7,1
ABLSz,7,0
ABKRb,7,0
ABCPf,7,0
ABLsv,7,1
ABDnz,7,1
ABGhz,7,1
ABLVZ,7,1
ABFIX,7,0
ABHXq,7,0
ABKRe,7,1
ABKuw,7,1
ABEay,7,1
ABGXv,7,0
ABKlv,7,1
ABGfw,7,1
ABKWv,7,1
ABIXc,7,0
ABFLT,7,1
ABHNj,7,1
ABDQv,7,0
ABGNj,7,1
ABIMT,7,1
ABJKf,7,0
ABDJO,7,0
ABEFO,7,0
ABLYd,7,0
ABIPc,7,1
ABDSz,7,1
ABMNW,7,1
ABHik,7,1
ABFSy,7,0
ABILn,7,1
ABHPe,7,1
ABIUm,7,0
ABJjt,7,1
ABIUk,7,1
ABEQk,7,1
ABGcs,7,0
ABHSz,7,0
ABFei,7,0
ABJUd,7,1
ABHlv,7,0
ABDEa,7,0
ABCDc,7,1
ABLbu,7,0
ABKmn,7,1
ABEOo,7,0
ABIOQ,7,1
ABMTi,7,0
ABLOy,7,0
ABDWa,7,0
ABFeq,7,0
ABFTo,7,0
ABDju,7,1
ABDPv,7,1
ABLWw,7,1
ABFPY,7,1
ABHZy,7,0
ABGWv,7,0
ABLan,7,0
ABCYi,7,1
ABMRa,7,1
ABCSz,7,1
ABJbi,7,0
ABFUX,7,0
ABJej,7,1
ABDVf,7,1
ABMRf,7,0
ABGJe,7,1
ABGQg,7,1
ABHJr,7,1
ABIdp,7,0
ABCLN,7,1
ABMRy,7,1
ABKMg,7,1
ABIOy,7,0
ABCQV,7,1
ABGOs,7,0
ABHuy,7,1
ABCjq,7,0
ABEeq,7,0
ABIOW,7,0
ABCJn,7,0
ABGIO,7,0
ABHZt,7,0
ABMNY,7,0
ABEir,7,1
ABFMl,7,0
ABGNT,7,0
ABCSs,7,0
ABFgu,7,1
ABFZa,7,0
ABGmw,7,0
ABErx,7,0
ABKdy,7,1
ABDKd,7,0
ABEXo,7,0
ABDIU,7,0
ABMUn,7,1
ABKlp,7,0
ABDKt,7,1
ABDUj,7,0
ABGNR,7,0
ABLbs,7,0
ABHpq,7,1
ABGSd,7,1
ABIcz,7,0
ABFQk,7,0
ABLuw,7,1
ABCGH,7,1
ABJRf,7,0
ABCPh,7,0
ABHNt,7,1
ABFLx,7,1
ABHoz,7,0
ABGOb,7,1
ABJLP,7,0
ABGly,7,1
ABGIt,7,1
ABEis,7,0
ABCPo,7,1
ABHSw,7,1
ABCGP,7,1
ABJUy,7,0
ABGOm,7,1
ABGIK,7,0
ABLVm,7,0
ABCfs,7,0
ABGce,7,0
ABGhi,7,1
ABIOY,7,1
ABMTl,7,0
ABJLm,7,1
ABDix,7,0
ABItw,7,0
ABLrt,7,0
ABDku,7,1
ABDLk,7,1
ABETV,7,0
ABFeh,7,0
ABKOa,7,0
ABMOo,7,0
ABCrx,7,0
ABKtv,7,0
ABKgh,7,1
ABDZf,7,1
ABKXf,7,1
ABFSw,7,0
ABFLt,7,1
ABGUm,7,1
ABFjm,7,1
ABHNf,7,1
ABCLV,7,0
ABDEu,7,0
ABMQr,7,0
ABHax,7,0
ABIQt,7,1
ABFQo,7,0
ABFHi,7,0
ABCDz,7,1
ABIPs,7,1
ABJNu,7,0
ABFmt,7,1
ABLip,7,1
ABLWr,7,1
ABHfr,7,1
ABCFI,7,1
ABEgj,7,0
ABEVf,7,1
ABCIp,7,1
ABEty,7,1
ABITV,7,1
ABFJe,7,0
ABJKy,7,1
ABEck,7,1
ABLSk,7,1
ABFuw,7,0
ABKYf,7,0
ABDio,7,0
ABHQV,7,1
ABINd,7,1
ABIRd,7,0
ABHfy,7,0
ABCPR,7,1
ABKZa,7,0
ABGVn,7,0
ABFUc,7,0
ABLtx,7,0
ABLPt,7,1
ABCEe,7,1
ABCUh,7,1
ABEPQ,7,1
ABFJT,7,1
ABJRe,7,0
ABKUj,7,1
ABKix,7,1
ABCOf,7,0
ABKNW,7,0
ABJNy,7,1
ABJVX,7,0
ABEby,7,0
ABFbj,7,1
ABDot,7,1
ABJTi,7,0
ABLft,7,1
ABGVg,7,1
ABCDp,7,0
ABFqs,7,1
ABFfm,7,0
ABHiq,7,1
ABLVv,7,1
ABCvw,7,0
ABFVn,7,1
ABJdo,7,0
ABKhm,7,1
ABCgl,7,1
ABEbd,7,0
ABIYg,7,0
ABGhy,7,0
ABDKM,7,1
ABCPW,7,0
ABHst,7,0
ABEsv,7,0
ABMOP,7,0
ABGfz,7,0
ABFUn,7,0
ABIMN,7,1
ABHJY,7,1
ABKPq,7,0
ABDVX,7,1
ABGgk,7,0
ABDKq,7,0
ABKcw,7,0
ABCDR,7,1
ABDaq,7,0
ABHqw,7,1
ABMPh,7,0
ABDJW,7,1
ABFRe,7,1
ABFKe,7,0
ABLZr,7,0
ABDPZ,7,1
ABHft,7,1
ABElz,7,1
ABILu,7,0
ABELP,7,0
ABHer,7,1
ABLOm,7,0
ABCcx,7,1
ABHMh,7,0
ABDWy,7,0
ABLSg,7,1
ABDTt,7,0
ABISc,7,0
ABILv,7,1
ABKju,7,0
ABIds,7,1
ABEJl,7,0
ABJfm,7,0
ABIRT,7,1
ABJqs,7,0
ABEUo,7,1
ABEcp,7,0
ABKVk,7,0
ABGRY,7,0
ABHJT,7,1
ABEQm,7,0
ABHUa,7,0
ABGgw,7,1
ABLXz,7,0
ABJau,7,0
ABFTX,7,0
ABCux,7,1
ABEry,7,0
ABCdk,7,0
ABEOh,7,0
ABIUj,7,0
ABCJu,7,1
ABFWY,7,1
ABDop,7,0
ABFau,7,0
ABLhz,7,0
ABJhs,7,1
ABIkl,7,0
ABHmn,7,0
ABEIZ,7,1
ABLSi,7,0
ABKUZ,7,1
ABKST,7,0
ABKMv,7,0
ABIUn,7,0
ABCMt,7,0
ABKNa,7,0
ABGSe,7,0
ABMTU,7,0
ABLao,7,1
ABIbo,7,0
ABIMt,7,1
ABIOZ,7,1
ABEWh,7,0
ABCHe,7,0
ABKiy,7,1
ABDac,7,0
ABFTq,7,1
ABFgw,7,1
ABHpy,7,1
ABIQz,7,1
ABCNW,7,0
ABCLt,7,1
ABFJr,7,1
ABDEi,7,1
ABCdz,7,0
ABDJq,7,1
ABDZd,7,0
ABHYx,7,0
ABGby,7,0
ABFru,7,0
ABDSy,7,1
ABJQo,7,1
ABCVW,7,0
ABGOv,7,0
ABJrs,7,1
ABCTm,7,0
ABKef,7,0
ABHTv,7,1
ABDOo,7,1
ABElp,7,0
ABEps,7,1
ABFSo,7,1
ABMVZ,7,1
ABKMj,7,1
ABJcz,7,1
ABLVg,7,0
ABGRX,7,1
ABCht,7,0
ABCEc,7,0
ABFOZ,7,1
ABDKS,7,0
ABFJa,7,0
ABKky,7,0
ABLTm,7,1
ABHKP,7,1
ABFMR,7,0
ABCXv,7,1
ABGLc,7,1
ABGMU,7,1
ABCoq,7,0
ABJVu,7,0
ABKrv,7,0
ABGHu,7,1
ABCQo,7,0
ABEPu,7,0
ABKor,7,1
ABFNW,7,0
ABDHV,7,0
ABCFZ,8,1
ABJRw,8,0
ABJhp,8,1
ABERz,8,1
ABKgv,8,1
ABKQv,8,0
ABCKU,8,0
ABEhi,8,0
ABERY,8,0
ABDRc,8,1
ABJTv,8,1
ABFHS,8,0
ABFfr,8,1
ABMUX,8,0
ABKOd,8,1
ABCdr,8,0
ABGUZ,8,1
ABFMU,8,1
ABDTd,8,1
ABFqx,8,1
ABFJS,8,1
ABEKY,8,0
ABGJr,8,0
ABLWb,8,1
ABKUi,8,0
ABGWr,8,1
ABHOZ,8,1
ABMSi,8,0
ABHem,8,1
ABHJa,8,1
ABCbh,8,0
ABHVt,8,1
ABErw,8,0
ABFTe,8,1
ABCPd,8,0
ABKks,8,1
ABCPn,8,1
ABEQU,8,0
ABIUu,8,1
ABENP,8,1
ABGxz,8,1
ABEFG,8,1
ABCuw,8,0
ABEQx,8,0
ABEZp,8,1
ABLek,8,0
ABFqt,8,0
ABCdq,8,0
ABHSa,8,1
ABGKb,8,1
ABCci,8,1
ABFYl,8,1
ABDcd,8,0
ABMNj,8,1
ABHvx,8,0
ABCFS,8,0
ABEgl,8,1
ABHXp,8,0
ABKTU,8,1
ABJst,8,1
ABDqt,8,0
ABFvz,8,1
ABGOr,8,1
ABLPi,8,0
ABFOd,8,1
ABEcz,8,1
ABCOo,8,0
ABCMT,8,0
ABCNZ,8,0
ABMTf,8,1
ABEMs,8,1
ABGht,8,1
ABCRV,8,1
ABIjs,8,1
ABCFx,8,1
ABLVa,8,1
ABFKM,8,0
ABCbg,8,0
ABDdl,8,1
ABGKV,8,0
ABHYq,8,1
ABEhp,8,0
ABGXe,8,1
ABKPz,8,0
ABDcr,8,0
ABKZh,8,0
ABDFs,8,0
ABHQt,8,1
ABERd,8,0
ABLnw,8,0
ABLQV,8,1
ABDPn,8,0
ABHjl,8,0
ABFcr,8,1
ABHVr,8,0
ABHaj,8,0
ABCId,8,0
ABDhz,8,0
ABMOi,8,0
ABHRr,8,0
ABJLe,8,1
ABLUv,8,1
ABIhm,8,0
ABHUb,8,1
ABDmy,8,0
ABELM,8,1
ABKhn,8,0
ABFIq,8,1
ABEFR,8,1
ABLTt,8,0
ABGLt,8,1
ABDJK,8,0
ABMQi,8,1
ABGTd,8,0
ABKTr,8,1
ABJZh,8,0
ABGKr,8,0
ABCNd,8,0
ABDNZ,8,1
ABKmp,8,1
ABKkl,8,0
ABCnt,8,0
ABEdp,8,0
ABIWd,8,1
ABGfj,8,1
ABMSy,8,0
ABIVY,8,0
ABLgt,8,0
ABGmn,8,0
ABDrz,8,0
ABIit,8,0
ABCet,8,1
ABFKa,8,0
ABKnw,8,1
ABFIz,8,1
ABIVW,8,0
ABEGV,8,0
ABJqw,8,0
ABDrt,8,1
ABEZr,8,1
ABKTz,8,0
ABHvz,8,0
ABCFQ,8,0
ABMRh,8,0
ABITl,8,0
ABEIi,8,1
ABDIM,8,1
ABFnp,8,0
ABGem,8,0
ABJQe,8,1
ABJmz,8,0
ABFOh,8,0
ABKXy,8,1
ABIpr,8,0
ABCkm,8,1
ABDXZ,8,1
ABKSl,8,0
ABIPa,8,1
ABGNk,8,0
ABFSi,8,1
ABDej,8,0
ABFbx,8,1
ABIOv,8,0
ABEXg,8,1
ABCKV,8,0
ABHlu,8,1
ABLPQ,8,0
ABDNf,8,1
ABJtu,8,1
ABCQk,8,1
ABCEQ,8,0
ABHIg,8,1
ABGZa,8,1
ABCQW,8,1
ABKNw,8,1
ABCek,8,1
ABJlx,8,0
ABENk,8,0
ABDXi,8,0
ABGRj,8,1
ABCEU,8,1
ABERf,8,0
ABJny,8,0
ABEVb,8,0
ABGVr,8,0
ABCnw,8,0
ABIgi,8,1
ABLQn,8,1
ABGQo,8,0
ABIdy,8,1
ABCSq,8,1
ABDhx,8,0
ABIKW,8,0
ABCWu,8,0
ABGZn,8,1
ABIlw,8,0
ABEKZ,8,1
ABKVm,8,0
ABCcz,8,0
ABDFv,8,0
ABEUZ,8,0
ABGLy,8,0
ABCQY,8,0
ABDGh,8,0
ABKPu,8,1
ABFhr,8,0
ABHIt,8,0
ABERV,8,1
ABFHl,8,1
ABELT,8,1
ABEYg,8,0
ABFLW,8,0
ABHQl,8,0
ABEHa,8,1
ABHPY,8,1
ABDHx,8,1
ABHLh,8,1
ABHew,8,0
ABFUj,8,0
ABIVZ,8,1
ABEcy,8,1
ABHKq,8,1
ABDUy,8,1
ABDGe,8,0
ABHcm,8,1
ABDjz,8,1
ABDOX,8,1
ABLcs,8,0
ABDJa,8,0
ABDYc,8,0
ABDHP,8,0
ABDiu,8,0
ABKhp,8,1
ABIJj,8,0
ABIRk,8,1
ABDSW,8,1
ABJTg,8,0
